CS11.A	CS11.B	CS11.D
TraesCS5A02G275500.1	TraesCS5B02G275000.1	TraesCS5D02G282900.1
TraesCS5A02G275800.2	TraesCS5B02G275100.2	TraesCS5D02G283100.2
TraesCS5A02G275900.1	TraesCS5B02G275200.1	TraesCS5D02G283200.1
TraesCS5A02G276200.3	TraesCS5B02G275600.1	TraesCS5D02G283600.2
TraesCS5A02G276300.2	TraesCS5B02G275700.2	TraesCS5D02G283800.2
TraesCS5A02G276600.1	TraesCS5B02G276600.1	TraesCS5D02G284000.1
TraesCS5A02G276700.4	TraesCS5B02G276500.1	TraesCS5D02G284100.3
TraesCS5A02G276800.5	TraesCS5B02G276400.1	TraesCS5D02G284200.4
TraesCS5A02G277500.1	TraesCS5B02G277200.1	TraesCS5D02G284800.1
TraesCS5A02G278000.1	TraesCS5B02G277300.1	TraesCS5D02G284900.1
TraesCS5A02G278200.1	TraesCS5B02G277600.1	TraesCS5D02G285200.1
TraesCS5A02G278800.1	TraesCS5B02G278100.1	TraesCS5D02G285700.1
TraesCS5A02G278900.1	TraesCS5B02G278200.1	TraesCS5D02G285900.1
TraesCS5A02G279200.2	TraesCS5B02G278600.1	TraesCS5D02G286300.5
TraesCS5A02G279500.1	TraesCS5B02G278800.1	TraesCS5D02G286500.1
TraesCS5A02G279600.1	TraesCS5B02G278900.4	TraesCS5D02G286600.1
TraesCS5A02G280600.1	TraesCS5B02G279600.1	TraesCS5D02G287200.1
TraesCS5A02G280800.1	TraesCS5B02G279900.1	TraesCS5D02G287700.1
TraesCS5A02G280900.1	TraesCS5B02G280000.1	TraesCS5D02G287800.1
TraesCS5A02G281200.1	TraesCS5B02G280200.1	TraesCS5D02G288100.2
TraesCS5A02G281600.1	TraesCS5B02G280700.1	TraesCS5D02G288700.1
TraesCS5A02G281700.1	TraesCS5B02G280900.1	TraesCS5D02G288900.1
TraesCS5A02G281800.1	TraesCS5B02G281000.1	TraesCS5D02G289000.1
TraesCS5A02G281900.1	TraesCS5B02G281300.1	TraesCS5D02G289200.1
TraesCS5A02G282400.1	TraesCS5B02G281800.1	TraesCS5D02G289500.2
TraesCS5A02G282600.1	TraesCS1B02G290300.1	TraesCS1D02G280400.1
TraesCS5A02G283800.1	TraesCS5B02G282300.1	TraesCS5D02G291000.1
TraesCS5A02G284400.1	TraesCS5B02G283400.1	TraesCS5D02G291700.2
TraesCS5A02G284600.1	TraesCS5B02G283800.2	TraesCS5D02G292000.1
TraesCS5A02G284700.1	TraesCS5B02G283900.1	TraesCS5D02G292100.2
TraesCS5A02G284800.2	TraesCS5B02G284000.2	TraesCS5D02G292200.1
TraesCS5A02G285600.1	TraesCS5B02G284800.1	TraesCS5D02G292900.1
TraesCS5A02G285700.1	TraesCS5B02G285000.1	TraesCS5D02G293100.1
TraesCS5A02G285900.1	TraesCS5B02G285200.1	TraesCS5D02G293400.1
TraesCS5A02G286200.1	TraesCS5B02G285500.1	TraesCS5D02G293800.1
TraesCS5A02G286500.1	TraesCS5B02G285800.1	TraesCS5D02G294100.1
TraesCS5A02G286600.1	TraesCS5B02G285900.2	TraesCS5D02G294200.2
TraesCS5A02G286700.2	TraesCS5B02G286000.1	TraesCS5D02G294400.1
TraesCS5A02G286800.1	TraesCS5B02G286100.2	TraesCS5D02G294500.1
TraesCS5A02G287500.1	TraesCS5B02G287100.1	TraesCS5D02G295500.1
TraesCS5A02G288300.1	TraesCS5B02G287700.1	TraesCS5D02G296100.1
TraesCS5A02G288500.1	TraesCS5B02G288000.1	TraesCS5D02G296300.1
TraesCS5A02G288800.1	TraesCS5B02G288200.1	TraesCS5D02G296600.1
TraesCS5A02G289100.1	TraesCS5B02G288500.1	TraesCS5D02G297000.1
TraesCS5A02G289200.1	TraesCS5B02G288600.1	TraesCS5D02G297100.1
TraesCS5A02G289400.1	TraesCS5B02G288800.1	TraesCS5D02G297300.2
TraesCS5A02G290100.2	TraesCS5B02G289100.1	TraesCS5D02G297600.2
TraesCS5A02G291300.1	TraesCS5B02G290300.1	TraesCS5D02G298700.1
TraesCS5A02G291500.1	TraesCS5B02G290600.1	TraesCS5D02G299000.1
TraesCS5A02G291600.1	TraesCS5B02G290700.1	TraesCS5D02G299100.1
TraesCS5A02G291800.1	TraesCS5B02G290900.4	TraesCS5D02G299200.3
TraesCS5A02G291900.1	TraesCS5B02G291000.1	TraesCS5D02G299300.2
TraesCS5A02G292000.1	TraesCS5B02G291100.1	TraesCS5D02G299400.1
TraesCS5A02G292100.1	TraesCS5B02G291500.2	TraesCS5D02G299500.3
TraesCS5A02G292300.1	TraesCS5B02G291700.1	TraesCS5D02G299600.1
TraesCS5A02G292400.1	TraesCS5B02G291800.1	TraesCS5D02G299700.1
TraesCS5A02G292500.1	TraesCS5B02G292000.2	TraesCS5D02G299800.1
TraesCS5A02G292700.1	TraesCS5B02G291900.1	TraesCS5D02G300000.1
TraesCS5A02G292900.1	TraesCS5B02G292100.1	TraesCS5D02G300100.1
TraesCS5A02G293400.1	TraesCS5B02G292500.1	TraesCS5D02G300700.1
TraesCS5A02G293500.1	TraesCS5B02G292600.1	TraesCS5D02G300800.1
TraesCS5A02G293600.2	TraesCS5B02G292800.1	TraesCS5D02G300900.1
TraesCS5A02G294100.1	TraesCS5B02G293200.1	TraesCS5D02G301400.1
TraesCS5A02G294200.1	TraesCS5B02G293500.1	TraesCS5D02G301500.1
TraesCS5A02G294500.1	TraesCS5B02G293800.1	TraesCS5D02G301900.1
TraesCS5A02G294900.1	TraesCS5B02G294200.1	TraesCS5D02G302300.1
TraesCS5A02G295700.1	TraesCS5B02G295200.5	TraesCS5D02G303200.2
TraesCS5A02G296200.1	TraesCS5B02G295400.1	TraesCS5D02G303400.1
TraesCS5A02G296300.1	TraesCS5B02G295500.1	TraesCS5D02G303500.1
TraesCS5A02G296800.1	TraesCS5B02G296100.1	TraesCS5D02G303900.1
TraesCS5A02G296900.1	TraesCS5B02G296200.1	TraesCS5D02G304000.1
TraesCS5A02G297000.1	TraesCS5B02G296300.1	TraesCS5D02G304100.1
TraesCS5A02G297200.2	TraesCS5B02G296500.2	TraesCS5D02G304300.2
TraesCS5A02G297300.1	TraesCS5B02G296600.1	TraesCS5D02G304400.1
TraesCS5A02G297400.1	TraesCS5B02G296700.1	TraesCS5D02G304500.1
TraesCS5A02G297900.1	TraesCS5B02G296900.1	TraesCS5D02G304700.1
TraesCS5A02G298100.1	TraesCS5B02G297100.1	TraesCS5D02G304900.1
TraesCS5A02G298400.2	TraesCS5B02G297600.2	TraesCS5D02G305100.1
TraesCS5A02G298500.1	TraesCS5B02G297700.1	TraesCS5D02G305200.1
TraesCS5A02G298800.1	TraesCS5B02G298200.1	TraesCS5D02G305700.1
TraesCS5A02G299100.1	TraesCS5B02G298600.1	TraesCS5D02G306000.1
TraesCS5A02G299200.1	TraesCS5B02G298700.1	TraesCS5D02G306100.1
TraesCS5A02G299300.2	TraesCS5B02G302000.1	TraesCS5D02G308700.2
TraesCS5A02G299400.1	TraesCS5B02G301900.1	TraesCS5D02G308600.1
TraesCS5A02G299600.1	TraesCS5B02G301700.1	TraesCS5D02G308400.1
TraesCS5A02G299700.1	TraesCS5B02G301600.1	TraesCS5D02G308300.1
TraesCS5A02G299800.1	TraesCS5B02G301400.1	TraesCS5D02G308200.1
TraesCS5A02G300600.1	TraesCS5B02G300500.1	TraesCS5D02G307600.1
TraesCS5A02G300800.1	TraesCS5B02G300300.2	TraesCS5D02G307000.1
TraesCS5A02G301200.2	TraesCS5B02G300100.1	TraesCS5D02G307200.2
TraesCS5A02G301300.1	TraesCS5B02G300000.1	TraesCS5D02G307300.1
TraesCS5A02G301600.1	TraesCS5B02G299100.1	TraesCS5D02G306500.1
TraesCS5A02G301700.1	TraesCS5B02G299000.1	TraesCS5D02G306400.1
TraesCS5A02G301800.2	TraesCS5B02G298900.2	TraesCS5D02G306300.3
TraesCS5A02G302000.1	TraesCS5B02G299500.1	TraesCS5D02G306800.1
TraesCS5A02G302100.1	TraesCS5B02G299400.1	TraesCS5D02G306700.1
TraesCS5A02G302300.1	TraesCS5B02G302300.2	TraesCS5D02G308800.1
TraesCS5A02G302400.1	TraesCS5B02G302500.1	TraesCS5D02G309000.1
TraesCS5A02G302600.1	TraesCS5B02G302900.1	TraesCS5D02G309300.1
TraesCS5A02G302800.1	TraesCS5B02G303100.1	TraesCS5D02G309600.2
TraesCS5A02G302900.1	TraesCS5B02G303200.3	TraesCS5D02G309700.2
TraesCS5A02G303000.2	TraesCS5B02G303300.2	TraesCS5D02G309800.2
TraesCS5A02G303100.1	TraesCS5B02G303400.1	TraesCS5D02G309900.1
TraesCS5A02G303200.1	TraesCS5B02G303500.1	TraesCS5D02G310000.1
TraesCS5A02G303500.1	TraesCS5B02G303900.1	TraesCS5D02G310400.1
TraesCS5A02G304700.1	TraesCS5B02G305100.1	TraesCS5D02G311600.1
TraesCS5A02G304800.2	TraesCS5B02G305200.1	TraesCS5D02G311700.1
TraesCS5A02G304900.1	TraesCS5B02G305300.1	TraesCS5D02G311900.1
TraesCS5A02G305000.1	TraesCS5B02G305400.1	TraesCS5D02G312000.1
TraesCS5A02G305200.1	TraesCS5B02G305700.1	TraesCS5D02G312200.1
TraesCS5A02G305300.1	TraesCS5B02G305800.1	TraesCS5D02G312300.1
TraesCS5A02G305400.2	TraesCS5B02G305900.1	TraesCS5D02G312400.3
TraesCS5A02G305500.1	TraesCS5B02G306000.1	TraesCS5D02G312500.1
TraesCS5A02G305600.1	TraesCS5B02G306100.1	TraesCS5D02G312700.1
TraesCS5A02G305900.1	TraesCS5B02G306300.1	TraesCS5D02G312900.1
TraesCS5A02G306000.1	TraesCS5B02G306400.1	TraesCS5D02G313000.1
TraesCS5A02G308900.1	TraesCS5B02G309500.1	TraesCS5D02G315900.1
TraesCS5A02G314300.1	TraesCS5B02G315000.1	TraesCS5D02G320500.1
TraesCS5A02G314400.2	TraesCS5B02G315100.2	TraesCS5D02G320600.1
TraesCS5A02G314600.1	TraesCS5B02G315500.2	TraesCS5D02G320800.1
TraesCS5A02G314700.1	TraesCS5B02G315600.1	TraesCS5D02G321000.1
TraesCS5A02G314800.1	TraesCS5B02G315700.1	TraesCS5D02G321100.1
TraesCS5A02G314900.1	TraesCS5B02G315900.1	TraesCS5D02G321200.1
TraesCS5A02G315000.1	TraesCS5B02G316000.1	TraesCS5D02G321300.1
TraesCS5A02G315700.1	TraesCS5B02G316300.1	TraesCS5D02G321800.1
TraesCS5A02G315800.1	TraesCS5B02G316400.1	TraesCS5D02G321900.1
TraesCS5A02G315900.1	TraesCS5B02G316500.1	TraesCS5D02G322000.1
TraesCS5A02G316300.1	TraesCS5B02G316800.1	TraesCS5D02G322500.1
TraesCS5A02G316500.2	TraesCS5B02G317100.1	TraesCS5D02G322800.1
TraesCS5A02G316600.1	TraesCS5B02G317200.1	TraesCS5D02G322900.1
TraesCS5A02G316700.1	TraesCS5B02G317300.1	TraesCS5D02G323000.1
TraesCS5A02G317000.1	TraesCS5B02G317600.1	TraesCS5D02G323300.1
TraesCS5A02G317200.1	TraesCS5B02G317800.1	TraesCS5D02G323500.1
TraesCS5A02G317400.1	TraesCS5B02G318000.1	TraesCS5D02G323700.2
TraesCS5A02G317600.1	TraesCS5B02G318200.1	TraesCS5D02G323900.1
TraesCS5A02G318000.1	TraesCS5B02G318500.1	TraesCS5D02G324300.1
TraesCS5A02G318200.1	TraesCS5B02G318700.3	TraesCS5D02G324500.3
TraesCS5A02G318700.2	TraesCS5B02G319100.2	TraesCS5D02G324900.1
TraesCS5A02G318800.1	TraesCS5B02G319300.2	TraesCS5D02G325000.1
TraesCS5A02G318900.1	TraesCS5B02G319400.1	TraesCS5D02G325100.1
TraesCS5A02G319300.1	TraesCS5B02G319700.1	TraesCS5D02G325500.1
TraesCS5A02G319400.1	TraesCS5B02G319800.1	TraesCS5D02G325600.1
TraesCS5A02G319800.1	TraesCS5B02G320100.2	TraesCS5D02G325800.2
TraesCS5A02G319900.1	TraesCS5B02G320200.1	TraesCS5D02G325900.1
TraesCS5A02G320300.1	TraesCS5B02G320500.1	TraesCS5D02G326200.3
TraesCS5A02G320400.1	TraesCS5B02G320700.2	TraesCS5D02G326500.1
TraesCS5A02G320500.1	TraesCS5B02G320800.1	TraesCS5D02G326600.1
TraesCS5A02G320600.2	TraesCS5B02G320900.1	TraesCS5D02G327300.3
TraesCS5A02G320700.1	TraesCS5B02G321000.1	TraesCS5D02G327400.1
TraesCS5A02G321300.1	TraesCS5B02G321800.1	TraesCS5D02G328100.1
TraesCS5A02G321400.2	TraesCS5B02G321900.1	TraesCS5D02G328200.1
TraesCS5A02G321500.1	TraesCS5B02G322000.2	TraesCS5D02G328300.2
TraesCS5A02G321900.2	TraesCS5B02G322700.1	TraesCS5D02G328600.2
TraesCS5A02G322500.1	TraesCS5B02G322900.1	TraesCS5D02G329200.1
TraesCS5A02G322600.1	TraesCS5B02G323200.1	TraesCS5D02G329500.1
TraesCS5A02G322700.1	TraesCS5B02G323300.1	TraesCS5D02G329600.1
TraesCS5A02G323200.1	TraesCS5B02G323700.1	TraesCS5D02G330300.1
TraesCS5A02G324100.1	TraesCS5B02G324700.1	TraesCS5D02G331000.1
TraesCS5A02G324200.1	TraesCS5B02G324800.1	TraesCS5D02G331100.1
TraesCS5A02G324400.1	TraesCS5B02G325200.1	TraesCS5D02G331300.1
TraesCS5A02G325300.1	TraesCS5B02G325400.1	TraesCS5D02G331500.1
TraesCS5A02G325600.1	TraesCS5B02G325900.1	TraesCS5D02G331700.1
TraesCS5A02G326100.1	TraesCS5B02G326500.1	TraesCS5D02G332200.1
TraesCS5A02G327600.1	TraesCS5B02G327500.1	TraesCS5D02G333500.1
TraesCS5A02G327900.1	TraesCS5B02G327800.1	TraesCS5D02G333800.2
TraesCS5A02G328000.1	TraesCS5B02G328000.1	TraesCS5D02G333900.1
TraesCS5A02G328300.1	TraesCS5B02G328300.1	TraesCS5D02G334200.1
TraesCS5A02G328500.1	TraesCS5B02G328500.1	TraesCS5D02G334400.1
TraesCS5A02G328600.1	TraesCS5B02G328600.1	TraesCS5D02G334500.1
TraesCS5A02G328700.1	TraesCS5B02G328800.1	TraesCS5D02G334600.1
TraesCS5A02G328800.1	TraesCS5B02G328900.1	TraesCS5D02G334700.1
TraesCS5A02G328900.1	TraesCS5B02G329000.1	TraesCS5D02G334800.2
TraesCS5A02G329400.1	TraesCS5B02G329500.2	TraesCS5D02G335200.1
TraesCS5A02G329600.1	TraesCS5B02G329800.1	TraesCS5D02G335500.1
TraesCS5A02G329900.1	TraesCS5B02G330100.1	TraesCS5D02G335700.1
TraesCS5A02G330200.1	TraesCS5B02G330300.1	TraesCS5D02G335900.1
TraesCS5A02G330400.1	TraesCS5B02G330600.1	TraesCS5D02G336200.1
TraesCS5A02G330500.1	TraesCS5B02G330700.1	TraesCS5D02G336300.1
TraesCS5A02G330700.1	TraesCS5B02G331100.1	TraesCS5D02G336400.1
TraesCS5A02G330900.1	TraesCS5B02G331300.1	TraesCS5D02G336700.2
TraesCS5A02G331300.1	TraesCS5B02G331700.1	TraesCS5D02G337200.1
TraesCS5A02G331500.1	TraesCS5B02G331900.1	TraesCS5D02G337400.1
TraesCS5A02G331800.1	TraesCS5B02G332100.1	TraesCS5D02G337700.1
TraesCS5A02G331900.1	TraesCS5B02G332200.1	TraesCS5D02G337800.1
TraesCS5A02G332000.1	TraesCS5B02G332300.1	TraesCS5D02G338000.1
TraesCS5A02G332300.1	TraesCS5B02G332500.1	TraesCS5D02G338200.1
TraesCS5A02G334200.1	TraesCS5B02G333700.1	TraesCS5D02G338900.1
TraesCS5A02G334600.1	TraesCS5B02G334100.1	TraesCS5D02G339400.2
TraesCS5A02G335300.1	TraesCS5B02G334500.1	TraesCS5D02G340100.1
TraesCS5A02G335400.1	TraesCS5B02G334600.1	TraesCS5D02G340200.1
TraesCS5A02G335600.1	TraesCS5B02G334900.1	TraesCS5D02G340400.1
TraesCS5A02G335700.1	TraesCS5B02G335000.1	TraesCS5D02G340500.1
TraesCS5A02G336500.1	TraesCS5B02G335500.1	TraesCS5D02G341200.1
TraesCS5A02G336600.1	TraesCS5B02G335600.1	TraesCS5D02G341300.1
TraesCS5A02G336700.1	TraesCS5B02G335700.1	TraesCS5D02G341400.1
TraesCS5A02G336800.1	TraesCS5B02G335800.1	TraesCS5D02G341500.1
TraesCS5A02G336900.1	TraesCS5B02G335900.1	TraesCS5D02G341600.1
TraesCS5A02G337000.1	TraesCS5B02G336000.1	TraesCS5D02G341700.1
TraesCS5A02G337100.2	TraesCS5B02G336100.1	TraesCS5D02G341800.2
TraesCS5A02G337400.1	TraesCS5B02G336200.1	TraesCS5D02G342000.1
TraesCS5A02G338800.1	TraesCS5B02G337300.1	TraesCS5D02G343000.1
TraesCS5A02G339000.1	TraesCS5B02G337400.1	TraesCS5D02G343300.1
TraesCS5A02G339200.1	TraesCS5B02G337600.1	TraesCS5D02G343400.1
TraesCS5A02G340800.1	TraesCS5B02G339300.1	TraesCS5D02G346000.1
TraesCS5A02G340900.1	TraesCS5B02G339200.1	TraesCS5D02G346100.1
TraesCS5A02G341000.1	TraesCS5B02G339100.1	TraesCS5D02G346200.2
TraesCS5A02G341200.1	TraesCS5B02G340800.1	TraesCS5D02G346800.1
TraesCS5A02G343000.1	TraesCS5B02G342800.1	TraesCS5D02G348900.1
TraesCS5A02G343200.1	TraesCS5B02G343000.1	TraesCS5D02G349000.1
TraesCS5A02G346500.1	TraesCS5B02G347600.1	TraesCS5D02G353200.1
TraesCS5A02G347000.1	TraesCS5B02G347900.1	TraesCS5D02G353400.1
TraesCS5A02G347200.1	TraesCS5B02G348100.1	TraesCS5D02G353500.1
TraesCS5A02G347600.2	TraesCS5B02G348700.1	TraesCS5D02G353700.1
TraesCS5A02G347800.1	TraesCS5B02G348800.1	TraesCS5D02G354000.1
TraesCS5A02G348200.1	TraesCS5B02G349300.1	TraesCS5D02G354400.1
TraesCS5A02G348400.1	TraesCS5B02G349800.1	TraesCS5D02G354600.1
TraesCS5A02G349400.1	TraesCS5B02G350800.1	TraesCS5D02G355800.1
TraesCS5A02G350200.1	TraesCS5B02G352900.1	TraesCS5D02G357300.1
TraesCS5A02G352100.2	TraesCS5B02G354800.1	TraesCS5D02G359600.1
TraesCS5A02G352700.1	TraesCS5B02G354900.1	TraesCS5D02G359700.1
TraesCS5A02G352800.1	TraesCS5B02G355000.1	TraesCS5D02G359800.2
TraesCS5A02G352900.1	TraesCS5B02G355100.1	TraesCS5D02G359900.2
TraesCS5A02G353000.1	TraesCS5B02G355200.1	TraesCS5D02G360000.1
TraesCS5A02G353400.1	TraesCS5B02G355800.1	TraesCS5D02G360500.1
TraesCS5A02G354900.1	TraesCS5B02G357100.1	TraesCS5D02G362200.1
TraesCS5A02G355000.1	TraesCS5B02G357200.1	TraesCS5D02G362300.1
TraesCS5A02G355200.1	TraesCS5B02G357400.1	TraesCS5D02G362500.1
TraesCS5A02G355300.1	TraesCS5B02G357500.1	TraesCS5D02G362600.2
TraesCS5A02G355600.1	TraesCS5B02G358100.1	TraesCS5D02G363900.1
TraesCS5A02G356100.1	TraesCS5B02G358600.1	TraesCS5D02G364900.1
TraesCS5A02G356500.1	TraesCS5B02G359100.1	TraesCS5D02G365400.1
TraesCS5A02G356800.1	TraesCS5B02G359300.1	TraesCS5D02G365800.1
TraesCS5A02G356900.1	TraesCS5B02G359400.1	TraesCS5D02G366000.1
TraesCS5A02G357000.1	TraesCS5B02G359500.1	TraesCS5D02G366100.1
TraesCS5A02G357100.1	TraesCS5B02G359600.1	TraesCS5D02G366200.1
TraesCS5A02G357200.1	TraesCS5B02G359700.1	TraesCS5D02G366300.1
TraesCS5A02G357300.1	TraesCS5B02G359800.1	TraesCS5D02G366400.1
TraesCS5A02G357400.1	TraesCS5B02G359900.1	TraesCS5D02G366500.1
TraesCS5A02G357700.1	TraesCS5B02G360300.1	TraesCS5D02G366800.1
TraesCS5A02G357800.1	TraesCS5B02G360400.1	TraesCS5D02G366900.1
TraesCS5A02G358700.2	TraesCS5B02G361100.2	TraesCS5D02G367700.1
TraesCS5A02G359600.1	TraesCS5B02G361900.1	TraesCS5D02G368800.1
TraesCS5A02G359800.1	TraesCS5B02G362100.1	TraesCS5D02G369000.1
TraesCS5A02G359900.1	TraesCS5B02G362300.1	TraesCS5D02G369200.1
TraesCS5A02G360000.1	TraesCS5B02G362500.1	TraesCS5D02G369400.1
TraesCS5A02G360100.1	TraesCS5B02G362600.2	TraesCS5D02G369500.2
TraesCS5A02G360200.1	TraesCS5B02G362700.1	TraesCS5D02G369600.1
TraesCS5A02G360900.2	TraesCS5B02G363500.1	TraesCS5D02G370000.1
TraesCS5A02G361100.1	TraesCS5B02G363800.1	TraesCS5D02G370100.1
TraesCS5A02G361300.1	TraesCS5B02G363900.1	TraesCS5D02G370200.1
TraesCS5A02G361500.2	TraesCS5B02G364100.4	TraesCS5D02G370400.4
TraesCS5A02G363300.1	TraesCS5B02G365400.2	TraesCS5D02G372500.1
TraesCS5A02G363400.1	TraesCS5B02G365500.1	TraesCS5D02G372600.1
TraesCS5A02G363600.1	TraesCS5B02G365700.1	TraesCS5D02G372800.1
TraesCS5A02G364100.1	TraesCS5B02G366000.1	TraesCS5D02G373000.1
TraesCS5A02G364300.1	TraesCS5B02G366200.1	TraesCS5D02G373200.1
TraesCS5A02G364400.2	TraesCS5B02G366300.1	TraesCS5D02G373300.1
TraesCS5A02G364900.1	TraesCS5B02G366500.1	TraesCS5D02G374200.1
TraesCS5A02G365300.1	TraesCS5B02G366900.1	TraesCS5D02G373700.1
TraesCS5A02G365400.1	TraesCS5B02G367000.1	TraesCS5D02G373600.1
TraesCS5A02G366000.1	TraesCS5B02G368400.1	TraesCS5D02G375600.1
TraesCS5A02G366800.1	TraesCS5B02G368900.1	TraesCS5D02G376000.1
TraesCS5A02G366900.1	TraesCS5B02G369200.1	TraesCS5D02G376100.1
TraesCS5A02G367000.1	TraesCS5B02G369300.1	TraesCS5D02G376300.1
TraesCS5A02G367800.1	TraesCS5B02G370000.1	TraesCS5D02G377200.1
TraesCS5A02G367900.1	TraesCS5B02G369900.1	TraesCS5D02G377300.1
TraesCS5A02G368000.1	TraesCS5B02G369800.1	TraesCS5D02G377400.1
TraesCS5A02G368400.1	TraesCS5B02G370700.1	TraesCS5D02G378000.1
TraesCS5A02G369000.1	TraesCS5B02G371400.1	TraesCS5D02G378500.1
TraesCS5A02G369500.2	TraesCS5B02G371800.1	TraesCS5D02G378900.2
TraesCS5A02G369800.1	TraesCS5B02G372100.1	TraesCS5D02G379200.1
TraesCS5A02G370200.1	TraesCS5B02G372500.1	TraesCS5D02G379700.1
TraesCS5A02G370300.1	TraesCS5B02G372600.1	TraesCS5D02G379800.1
TraesCS5A02G370400.1	TraesCS5B02G372700.1	TraesCS5D02G379900.1
TraesCS5A02G370500.1	TraesCS5B02G372800.2	TraesCS5D02G380000.2
TraesCS5A02G370600.1	TraesCS5B02G372900.1	TraesCS5D02G380100.1
TraesCS5A02G370800.1	TraesCS5B02G373200.1	TraesCS5D02G380500.1
TraesCS5A02G370900.1	TraesCS5B02G373300.1	TraesCS5D02G380600.2
TraesCS5A02G371400.1	TraesCS5B02G373500.1	TraesCS5D02G380800.1
TraesCS5A02G371500.2	TraesCS5B02G373600.2	TraesCS5D02G380900.1
TraesCS5A02G371800.1	TraesCS5B02G373900.1	TraesCS5D02G381300.1
TraesCS5A02G371900.1	TraesCS5B02G374000.2	TraesCS5D02G381400.1
TraesCS5A02G372100.2	TraesCS5B02G374200.1	TraesCS5D02G381600.2
TraesCS5A02G372200.1	TraesCS5B02G374300.1	TraesCS5D02G381700.1
TraesCS5A02G372400.1	TraesCS5B02G374500.1	TraesCS5D02G381900.1
TraesCS5A02G372900.1	TraesCS5B02G374900.1	TraesCS5D02G382400.1
TraesCS5A02G373000.1	TraesCS5B02G375000.1	TraesCS5D02G382500.1
TraesCS5A02G373200.1	TraesCS5B02G375200.1	TraesCS5D02G382700.1
TraesCS5A02G373300.1	TraesCS5B02G375300.1	TraesCS5D02G382800.1
TraesCS5A02G373400.1	TraesCS5B02G375400.1	TraesCS5D02G382900.1
TraesCS5A02G373600.2	TraesCS5B02G375600.1	TraesCS5D02G383100.1
TraesCS5A02G373700.1	TraesCS5B02G375700.1	TraesCS5D02G383200.1
TraesCS5A02G374000.1	TraesCS5B02G375900.1	TraesCS5D02G383500.1
TraesCS5A02G374100.1	TraesCS5B02G376000.1	TraesCS5D02G383600.1
TraesCS5A02G374200.1	TraesCS5B02G376100.1	TraesCS5D02G383700.1
TraesCS5A02G374300.2	TraesCS5B02G376200.2	TraesCS5D02G383900.2
TraesCS5A02G374400.3	TraesCS5B02G376300.1	TraesCS5D02G384000.3
TraesCS5A02G374500.1	TraesCS5B02G376400.1	TraesCS5D02G384100.1
TraesCS5A02G374600.2	TraesCS5B02G376600.1	TraesCS5D02G384300.1
TraesCS5A02G374800.1	TraesCS5B02G376800.1	TraesCS5D02G384400.1
TraesCS5A02G375000.1	TraesCS5B02G376900.1	TraesCS5D02G384500.1
TraesCS5A02G375100.1	TraesCS5B02G377200.1	TraesCS5D02G384700.1
TraesCS5A02G375300.1	TraesCS5B02G377400.1	TraesCS5D02G384900.1
TraesCS5A02G375400.1	TraesCS5B02G377500.1	TraesCS5D02G385000.1
TraesCS5A02G375800.1	TraesCS5B02G378000.1	TraesCS5D02G385300.1
TraesCS5A02G375900.1	TraesCS5B02G378100.1	TraesCS5D02G385400.1
TraesCS5A02G376000.1	TraesCS5B02G378600.1	TraesCS5D02G385500.1
TraesCS5A02G376100.1	TraesCS5B02G379700.1	TraesCS5D02G386100.1
TraesCS5A02G376300.1	TraesCS5B02G379900.1	TraesCS5D02G386300.1
TraesCS5A02G376500.1	TraesCS5B02G380200.1	TraesCS5D02G386500.1
TraesCS5A02G376700.1	TraesCS5B02G380400.1	TraesCS5D02G386800.1
TraesCS5A02G376800.1	TraesCS5B02G380300.1	TraesCS5D02G386700.1
TraesCS5A02G376900.1	TraesCS5B02G380500.1	TraesCS5D02G386900.1
TraesCS5A02G377000.3	TraesCS5B02G380600.2	TraesCS5D02G387000.2
TraesCS5A02G377100.1	TraesCS5B02G380700.1	TraesCS5D02G387100.1
TraesCS5A02G377200.1	TraesCS5B02G380800.1	TraesCS5D02G387200.1
TraesCS5A02G377400.1	TraesCS5B02G381000.1	TraesCS5D02G387400.1
TraesCS5A02G377500.1	TraesCS5B02G381100.1	TraesCS5D02G387500.1
TraesCS5A02G377600.1	TraesCS5B02G381200.1	TraesCS5D02G387600.1
TraesCS5A02G377700.1	TraesCS5B02G381300.1	TraesCS5D02G387700.2
TraesCS5A02G377800.1	TraesCS5B02G381400.1	TraesCS5D02G387800.1
TraesCS5A02G377900.1	TraesCS5B02G381500.1	TraesCS5D02G387900.1
TraesCS5A02G378000.1	TraesCS5B02G381600.1	TraesCS5D02G388000.1
TraesCS5A02G378100.1	TraesCS5B02G381700.1	TraesCS5D02G388100.2
TraesCS5A02G378200.1	TraesCS5B02G381800.1	TraesCS5D02G388200.1
TraesCS5A02G378300.2	TraesCS5B02G381900.1	TraesCS5D02G388300.2
TraesCS5A02G378600.1	TraesCS5B02G382100.1	TraesCS5D02G388500.1
TraesCS5A02G378700.1	TraesCS5B02G382300.1	TraesCS5D02G388700.1
TraesCS5A02G379200.1	TraesCS5B02G382700.1	TraesCS5D02G389000.1
TraesCS5A02G379800.1	TraesCS5B02G383400.1	TraesCS5D02G389300.1
TraesCS5A02G379900.1	TraesCS5B02G383500.1	TraesCS5D02G389400.1
TraesCS5A02G380000.1	TraesCS5B02G383600.1	TraesCS5D02G389500.1
